model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
m3,2010,middle east,grey,diesel,manual,4.6,185486.0,100990.0,6684.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.46949,False,"(97573.0, 119998.0]",0.99918914,False,"(5097.0, 7541.0]",0.5644964,False
i3,2023,africa,white,electric,automatic,3.1,39114.0,73175.0,6575.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.0565561,False,"(52501.5, 75014.0]",-0.072109036,False,"(5097.0, 7541.0]",0.5263437,False
x6,2018,asia,red,diesel,automatic,4.1,33660.0,85130.0,7428.0,high,0.2282498632772351,False,"(2.999, 50121.5]",-1.1506797,False,"(75014.0, 97573.0]",0.38833928,False,"(5097.0, 7541.0]",0.82491446,False
5 series,2014,africa,silver,electric,manual,2.8,1291.0,43562.0,4723.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.7092946,False,"(29999.999, 52501.5]",-1.2126575,False,"(2591.0, 5097.0]",-0.12190126,False
7 series,2024,middle east,black,petrol,manual,4.8,63493.0,69205.0,2789.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.6358303,False,"(52501.5, 75014.0]",-0.22501409,False,"(2591.0, 5097.0]",-0.7988482,False
x1,2024,middle east,black,diesel,manual,2.5,132342.0,40457.0,1995.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.5523461,False,"(29999.999, 52501.5]",-1.3322469,False,"(99.999, 2591.0]",-1.0767676,False
m5,2023,europe,black,diesel,automatic,3.8,28646.0,32470.0,5386.0,low,1.3843102105110783,False,"(2.999, 50121.5]",-1.2372098,False,"(29999.999, 52501.5]",-1.6398672,False,"(5097.0, 7541.0]",0.11016485,False
x1,2013,middle east,blue,hybrid,manual,4.4,142588.0,60475.0,2030.0,low,-0.9278104839566081,False,"(100436.0, 150610.0]",0.72916865,False,"(52501.5, 75014.0]",-0.5612511,False,"(99.999, 2591.0]",-1.0645167,False
x5,2023,south america,black,diesel,automatic,2.3,133217.0,75643.0,6443.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.5674466,False,"(75014.0, 97573.0]",0.022946289,False,"(5097.0, 7541.0]",0.48014054,False
x1,2010,asia,white,diesel,automatic,4.3,133207.0,76768.0,6038.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.56727403,False,"(75014.0, 97573.0]",0.066275805,False,"(5097.0, 7541.0]",0.3383807,False
i3,2024,asia,grey,diesel,automatic,4.3,130712.0,47562.0,8728.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.524216,False,"(29999.999, 52501.5]",-1.058597,False,"(7541.0, 9999.0]",1.279946,False
i3,2012,europe,grey,hybrid,automatic,4.9,116155.0,109527.0,2755.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.27299547,False,"(97573.0, 119998.0]",1.3279928,False,"(2591.0, 5097.0]",-0.81074905,False
x1,2022,middle east,white,hybrid,manual,4.7,163963.0,59275.0,7705.0,high,1.1530981410643097,False,"(150610.0, 199996.0]",1.0980523,False,"(52501.5, 75014.0]",-0.60746926,False,"(7541.0, 9999.0]",0.9218712,False
m5,2013,asia,white,petrol,automatic,2.9,48446.0,50704.0,6270.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-0.8955071,False,"(29999.999, 52501.5]",-0.93758243,False,"(5097.0, 7541.0]",0.41958633,False
5 series,2020,europe,white,petrol,manual,3.6,76245.0,47317.0,6204.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.41575992,False,"(29999.999, 52501.5]",-1.0680331,False,"(5097.0, 7541.0]",0.3964847,False
x5,2020,asia,grey,hybrid,automatic,4.7,149782.0,33516.0,3483.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.8533206,False,"(29999.999, 52501.5]",-1.5995804,False,"(2591.0, 5097.0]",-0.5559314,False
5 series,2014,africa,red,hybrid,manual,1.5,26197.0,72184.0,9125.0,high,-0.6965984145098395,False,"(2.999, 50121.5]",-1.279474,False,"(52501.5, 75014.0]",-0.110277526,False,"(7541.0, 9999.0]",1.4189056,False
m5,2023,south america,red,electric,manual,3.7,169939.0,46158.0,2080.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.2011844,False,"(29999.999, 52501.5]",-1.1126722,False,"(99.999, 2591.0]",-1.0470154,False
x6,2019,europe,silver,electric,manual,2.3,108880.0,43138.0,2950.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.14744559,False,"(29999.999, 52501.5]",-1.2289878,False,"(2591.0, 5097.0]",-0.74249434,False
5 series,2021,middle east,grey,petrol,manual,4.1,125876.0,119247.0,5111.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.4407577,False,"(97573.0, 119998.0]",1.7023598,False,"(5097.0, 7541.0]",0.013908167,False
3 series,2023,africa,black,hybrid,automatic,4.3,185792.0,69252.0,6970.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.4747709,False,"(52501.5, 75014.0]",-0.22320387,False,"(5097.0, 7541.0]",0.66460335,False
i3,2014,europe,blue,hybrid,manual,4.0,158647.0,71998.0,809.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.0063102,False,"(52501.5, 75014.0]",-0.11744134,False,"(99.999, 2591.0]",-1.4918963,False
m5,2019,south america,white,hybrid,manual,5.0,84516.0,39505.0,2856.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.27302134,False,"(29999.999, 52501.5]",-1.3689133,False,"(2591.0, 5097.0]",-0.7753966,False
m5,2017,middle east,red,electric,manual,3.2,157133.0,113418.0,3335.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",0.98018205,False,"(97573.0, 119998.0]",1.4778551,False,"(2591.0, 5097.0]",-0.607735,False
x6,2022,europe,black,petrol,manual,3.5,95475.0,38602.0,2446.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.08389407,False,"(29999.999, 52501.5]",-1.4036925,False,"(99.999, 2591.0]",-0.91890657,False
m3,2022,africa,blue,diesel,manual,2.9,35957.0,69484.0,3037.0,low,1.1530981410643097,False,"(2.999, 50121.5]",-1.1110387,False,"(52501.5, 75014.0]",-0.21426837,False,"(2591.0, 5097.0]",-0.7120422,False
i3,2012,south america,silver,petrol,manual,4.9,171946.0,71841.0,1113.0,low,-1.1590225534033767,False,"(150610.0, 199996.0]",1.2358207,False,"(52501.5, 75014.0]",-0.12348822,False,"(99.999, 2591.0]",-1.385489,False
7 series,2016,asia,black,diesel,manual,4.7,190402.0,54618.0,8864.0,high,-0.2341742756163022,False,"(150610.0, 199996.0]",1.5543289,False,"(52501.5, 75014.0]",-0.7868342,False,"(7541.0, 9999.0]",1.3275493,False
m5,2023,middle east,red,electric,automatic,5.0,140590.0,46373.0,7733.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.6946877,False,"(29999.999, 52501.5]",-1.1043915,False,"(7541.0, 9999.0]",0.93167186,False
i8,2022,middle east,red,electric,manual,4.9,192870.0,92860.0,2835.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.596921,False,"(75014.0, 97573.0]",0.6860612,False,"(2591.0, 5097.0]",-0.7827471,False
i3,2015,middle east,red,petrol,automatic,4.6,152847.0,39021.0,9923.0,high,-0.46538634506307086,False,"(150610.0, 199996.0]",0.9062155,False,"(29999.999, 52501.5]",-1.3875546,False,"(7541.0, 9999.0]",1.698225,False
m3,2019,north america,silver,electric,automatic,4.8,129479.0,45311.0,609.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.50293726,False,"(29999.999, 52501.5]",-1.1452944,False,"(99.999, 2591.0]",-1.5619012,False
x3,2020,asia,silver,petrol,manual,1.9,21144.0,41366.0,6275.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-1.3666772,False,"(29999.999, 52501.5]",-1.2972367,False,"(5097.0, 7541.0]",0.42133644,False
5 series,2019,africa,white,diesel,automatic,2.1,145240.0,53318.0,6547.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.7749361,False,"(52501.5, 75014.0]",-0.83690387,False,"(5097.0, 7541.0]",0.51654303,False
m3,2019,north america,black,petrol,manual,4.6,197203.0,68083.0,2411.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.6716987,False,"(52501.5, 75014.0]",-0.26822805,False,"(99.999, 2591.0]",-0.9311574,False
x6,2020,europe,red,hybrid,automatic,4.0,161550.0,35477.0,1588.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",1.0564094,False,"(29999.999, 52501.5]",-1.5240523,False,"(99.999, 2591.0]",-1.2192274,False
i3,2015,north america,black,hybrid,automatic,4.6,114182.0,65040.0,2990.0,low,-0.46538634506307086,False,"(100436.0, 150610.0]",0.23894599,False,"(52501.5, 75014.0]",-0.3854296,False,"(2591.0, 5097.0]",-0.72849333,False
5 series,2019,north america,white,diesel,manual,4.2,114520.0,48651.0,5038.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.24477911,False,"(29999.999, 52501.5]",-1.0166539,False,"(2591.0, 5097.0]",-0.011643606,False
m3,2018,europe,black,hybrid,automatic,2.0,36366.0,77120.0,1715.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.1039803,False,"(75014.0, 97573.0]",0.07983313,False,"(99.999, 2591.0]",-1.1747743,False
x1,2023,europe,silver,petrol,automatic,4.7,84087.0,64714.0,5497.0,low,1.3843102105110783,False,"(50121.5, 100436.0]",-0.28042492,False,"(52501.5, 75014.0]",-0.39798552,False,"(5097.0, 7541.0]",0.14901754,False
i3,2024,africa,black,electric,manual,4.2,72969.0,40129.0,2369.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.47229618,False,"(29999.999, 52501.5]",-1.3448799,False,"(99.999, 2591.0]",-0.9458584,False
3 series,2016,middle east,white,petrol,manual,3.5,27268.0,95228.0,8484.0,high,-0.2341742756163022,False,"(2.999, 50121.5]",-1.260991,False,"(75014.0, 97573.0]",0.777265,False,"(7541.0, 9999.0]",1.1945401,False
m5,2022,asia,white,diesel,automatic,3.4,192336.0,87999.0,683.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.5877054,False,"(75014.0, 97573.0]",0.49883917,False,"(99.999, 2591.0]",-1.5359994,False
3 series,2020,europe,silver,electric,manual,3.5,32898.0,81188.0,8996.0,high,0.6906740021707723,False,"(2.999, 50121.5]",-1.16383,False,"(75014.0, 97573.0]",0.23651266,False,"(7541.0, 9999.0]",1.3737526,False
x1,2016,north america,silver,electric,manual,2.9,91678.0,85655.0,192.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.1494216,False,"(75014.0, 97573.0]",0.4085597,False,"(99.999, 2591.0]",-1.7078613,False
i8,2020,middle east,white,petrol,automatic,4.3,152903.0,73758.0,3385.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",0.9071819,False,"(52501.5, 75014.0]",-0.049654722,False,"(2591.0, 5097.0]",-0.59023374,False
x3,2023,asia,white,petrol,automatic,4.7,109728.0,81664.0,7889.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.16208014,False,"(75014.0, 97573.0]",0.25484586,False,"(7541.0, 9999.0]",0.9862757,False
3 series,2010,europe,white,diesel,manual,2.4,114454.0,119068.0,3451.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.2436401,False,"(97573.0, 119998.0]",1.6954656,False,"(2591.0, 5097.0]",-0.5671322,False
i8,2010,south america,white,petrol,automatic,1.6,52522.0,104042.0,6463.0,low,-1.621446692296914,False,"(50121.5, 100436.0]",-0.8251647,False,"(97573.0, 119998.0]",1.1167374,False,"(5097.0, 7541.0]",0.487141,False
x5,2018,africa,silver,petrol,manual,2.2,73481.0,70967.0,3295.0,low,0.2282498632772351,False,"(50121.5, 100436.0]",-0.46346024,False,"(52501.5, 75014.0]",-0.15715043,False,"(2591.0, 5097.0]",-0.62173593,False
7 series,2018,africa,black,electric,automatic,4.2,84384.0,61977.0,9493.0,high,0.2282498632772351,False,"(50121.5, 100436.0]",-0.27529937,False,"(52501.5, 75014.0]",-0.5034014,False,"(7541.0, 9999.0]",1.5477146,False
7 series,2021,europe,red,diesel,automatic,4.5,61196.0,54096.0,6282.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.67547125,False,"(52501.5, 75014.0]",-0.8069391,False,"(5097.0, 7541.0]",0.4237866,False
x1,2020,asia,red,hybrid,automatic,2.7,74994.0,81351.0,5968.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.43734932,False,"(75014.0, 97573.0]",0.24279062,False,"(5097.0, 7541.0]",0.31387898,False
x6,2019,north america,white,petrol,manual,2.0,87983.0,67488.0,5515.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.21318886,False,"(52501.5, 75014.0]",-0.29114455,False,"(5097.0, 7541.0]",0.15531798,False
3 series,2012,south america,white,hybrid,manual,4.5,16244.0,32445.0,8498.0,high,-1.1590225534033767,False,"(2.999, 50121.5]",-1.4512401,False,"(29999.999, 52501.5]",-1.64083,False,"(7541.0, 9999.0]",1.1994405,False
i8,2024,middle east,blue,hybrid,automatic,2.3,193925.0,75070.0,5116.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.6151279,False,"(75014.0, 97573.0]",0.00087712175,False,"(5097.0, 7541.0]",0.01565829,False
7 series,2020,middle east,black,diesel,automatic,2.3,162583.0,55723.0,9521.0,high,0.6906740021707723,False,"(150610.0, 199996.0]",1.0742366,False,"(52501.5, 75014.0]",-0.744275,False,"(7541.0, 9999.0]",1.5575153,False
7 series,2020,asia,grey,diesel,manual,1.8,166682.0,98129.0,4472.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",1.144976,False,"(97573.0, 119998.0]",0.8889974,False,"(2591.0, 5097.0]",-0.20975736,False
x3,2017,middle east,red,electric,manual,4.7,171995.0,45947.0,631.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.2366662,False,"(29999.999, 52501.5]",-1.1207988,False,"(99.999, 2591.0]",-1.5542006,False
i8,2018,europe,red,diesel,manual,2.6,118206.0,93886.0,1518.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.30839103,False,"(75014.0, 97573.0]",0.7255777,False,"(99.999, 2591.0]",-1.2437291,False
x1,2010,africa,black,electric,manual,2.1,181090.0,45237.0,7179.0,high,-1.621446692296914,False,"(150610.0, 199996.0]",1.3936251,False,"(29999.999, 52501.5]",-1.1481446,False,"(5097.0, 7541.0]",0.7377584,False
i8,2021,middle east,red,diesel,automatic,4.8,141591.0,61314.0,6860.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.7119627,False,"(52501.5, 75014.0]",-0.5289369,False,"(5097.0, 7541.0]",0.62610066,False
7 series,2023,middle east,red,diesel,manual,2.7,132105.0,118865.0,5728.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.548256,False,"(97573.0, 119998.0]",1.687647,False,"(5097.0, 7541.0]",0.22987315,False
x3,2012,middle east,white,diesel,automatic,4.1,54419.0,77259.0,6450.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.79242676,False,"(75014.0, 97573.0]",0.08518673,False,"(5097.0, 7541.0]",0.4825907,False
x6,2022,middle east,grey,petrol,automatic,2.3,189612.0,90062.0,5610.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.5406954,False,"(75014.0, 97573.0]",0.5782959,False,"(5097.0, 7541.0]",0.18857029,False
7 series,2015,middle east,silver,diesel,manual,4.0,37939.0,82615.0,1832.0,low,-0.46538634506307086,False,"(2.999, 50121.5]",-1.076834,False,"(75014.0, 97573.0]",0.29147375,False,"(99.999, 2591.0]",-1.1338215,False
m5,2024,asia,red,electric,automatic,2.3,122769.0,81961.0,3872.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.38713798,False,"(75014.0, 97573.0]",0.26628485,False,"(2591.0, 5097.0]",-0.41977194,False
5 series,2013,south america,silver,petrol,manual,3.7,11633.0,34398.0,1549.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-1.5308154,False,"(29999.999, 52501.5]",-1.56561,False,"(99.999, 2591.0]",-1.2328783,False
x6,2017,south america,white,electric,automatic,3.0,59599.0,114944.0,6349.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.70303184,False,"(97573.0, 119998.0]",1.5366292,False,"(5097.0, 7541.0]",0.44723824,False
i3,2024,north america,grey,electric,manual,4.3,135727.0,83356.0,173.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.61076343,False,"(75014.0, 97573.0]",0.32001343,False,"(99.999, 2591.0]",-1.7145118,False
x5,2018,north america,blue,hybrid,automatic,4.1,16453.0,114520.0,5147.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.4476331,False,"(97573.0, 119998.0]",1.5202988,False,"(5097.0, 7541.0]",0.026509041,False
x1,2016,europe,silver,petrol,automatic,4.8,81645.0,102104.0,6927.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.32256824,False,"(97573.0, 119998.0]",1.042095,False,"(5097.0, 7541.0]",0.6495523,False
3 series,2020,north america,white,electric,automatic,2.8,143022.0,102767.0,8968.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.73665845,False,"(97573.0, 119998.0]",1.0676305,False,"(7541.0, 9999.0]",1.3639518,False
3 series,2010,south america,red,hybrid,automatic,4.1,164359.0,99732.0,1412.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.1048863,False,"(97573.0, 119998.0]",0.9507371,False,"(99.999, 2591.0]",-1.2808317,False
3 series,2023,north america,red,hybrid,automatic,4.9,71639.0,81689.0,2623.0,low,1.3843102105110783,False,"(50121.5, 100436.0]",-0.49524894,False,"(75014.0, 97573.0]",0.25580874,False,"(2591.0, 5097.0]",-0.85695225,False
3 series,2011,asia,white,hybrid,automatic,2.7,64595.0,56180.0,4503.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.6168123,False,"(52501.5, 75014.0]",-0.7266736,False,"(2591.0, 5097.0]",-0.1989066,False
i8,2010,asia,white,diesel,manual,2.5,59908.0,38058.0,4851.0,low,-1.621446692296914,False,"(50121.5, 100436.0]",-0.6976992,False,"(29999.999, 52501.5]",-1.4246447,False,"(2591.0, 5097.0]",-0.077098146,False
m5,2018,north america,blue,diesel,manual,4.2,61474.0,110288.0,5724.0,low,0.2282498632772351,False,"(50121.5, 100436.0]",-0.6706736,False,"(97573.0, 119998.0]",1.3573028,False,"(5097.0, 7541.0]",0.22847305,False
m3,2013,south america,black,hybrid,manual,3.1,64930.0,32978.0,2505.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.61103094,False,"(29999.999, 52501.5]",-1.6203015,False,"(99.999, 2591.0]",-0.8982551,False
x1,2019,africa,black,hybrid,manual,2.9,78450.0,49975.0,1487.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.37770665,False,"(29999.999, 52501.5]",-0.9656599,False,"(99.999, 2591.0]",-1.2545799,False
i8,2023,south america,blue,diesel,automatic,3.4,149365.0,99170.0,4668.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.8461242,False,"(97573.0, 119998.0]",0.92909163,False,"(2591.0, 5097.0]",-0.14115259,False
m5,2017,north america,blue,petrol,automatic,4.8,158794.0,111134.0,4832.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.0088471,False,"(97573.0, 119998.0]",1.3898866,False,"(2591.0, 5097.0]",-0.08374861,False
m3,2014,africa,grey,electric,automatic,1.8,188576.0,56511.0,8490.0,high,-0.6965984145098395,False,"(150610.0, 199996.0]",1.5228164,False,"(52501.5, 75014.0]",-0.71392506,False,"(7541.0, 9999.0]",1.1966403,False
5 series,2014,middle east,silver,diesel,automatic,3.1,75175.0,34751.0,2521.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.43422565,False,"(29999.999, 52501.5]",-1.5520142,False,"(99.999, 2591.0]",-0.8926547,False
x6,2014,africa,white,hybrid,manual,1.9,92995.0,99931.0,2306.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.12669319,False,"(97573.0, 119998.0]",0.9584016,False,"(99.999, 2591.0]",-0.96791,False
i8,2020,south america,white,electric,manual,4.6,52155.0,75678.0,9659.0,high,0.6906740021707723,False,"(50121.5, 100436.0]",-0.83149827,False,"(75014.0, 97573.0]",0.024294317,False,"(7541.0, 9999.0]",1.6058186,False
3 series,2014,south america,grey,petrol,manual,2.0,196500.0,65948.0,6626.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.6595665,False,"(52501.5, 75014.0]",-0.35045785,False,"(5097.0, 7541.0]",0.544195,False
i3,2012,south america,red,hybrid,manual,1.8,66420.0,117361.0,2882.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.58531696,False,"(97573.0, 119998.0]",1.6297202,False,"(2591.0, 5097.0]",-0.76629597,False
x6,2015,africa,white,petrol,manual,4.9,86239.0,69832.0,2229.0,low,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.24328631,False,"(52501.5, 75014.0]",-0.2008651,False,"(99.999, 2591.0]",-0.99486184,False
x5,2023,middle east,grey,electric,manual,3.5,162082.0,74518.0,2636.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.0655905,False,"(52501.5, 75014.0]",-0.020383228,False,"(2591.0, 5097.0]",-0.852402,False
m3,2010,north america,black,electric,automatic,4.4,147584.0,42994.0,9573.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.81538814,False,"(29999.999, 52501.5]",-1.234534,False,"(7541.0, 9999.0]",1.5757165,False
x3,2017,north america,red,electric,automatic,3.1,88696.0,95779.0,9159.0,high,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.2008841,False,"(75014.0, 97573.0]",0.7984868,False,"(7541.0, 9999.0]",1.4308065,False
7 series,2022,europe,black,hybrid,automatic,3.0,89617.0,70794.0,8829.0,high,1.1530981410643097,False,"(50121.5, 100436.0]",-0.18498975,False,"(52501.5, 75014.0]",-0.16381355,False,"(7541.0, 9999.0]",1.3152984,False
m5,2013,europe,red,hybrid,automatic,4.7,192274.0,47923.0,6218.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.5866354,False,"(29999.999, 52501.5]",-1.044693,False,"(5097.0, 7541.0]",0.40138507,False
7 series,2015,middle east,blue,petrol,manual,5.0,74543.0,93582.0,6073.0,low,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.44513252,False,"(75014.0, 97573.0]",0.7138691,False,"(5097.0, 7541.0]",0.35063154,False
x6,2011,europe,black,electric,automatic,3.7,185403.0,45797.0,8080.0,high,-1.3902346228501454,False,"(150610.0, 199996.0]",1.4680576,False,"(29999.999, 52501.5]",-1.1265761,False,"(7541.0, 9999.0]",1.0531303,False
3 series,2011,asia,silver,hybrid,automatic,4.7,11319.0,112358.0,4883.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.5362343,False,"(97573.0, 119998.0]",1.4370291,False,"(2591.0, 5097.0]",-0.06589737,False
m3,2017,europe,red,petrol,automatic,4.5,18096.0,46911.0,5839.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.4192787,False,"(29999.999, 52501.5]",-1.0836703,False,"(5097.0, 7541.0]",0.26872584,False
i3,2023,europe,grey,electric,automatic,3.4,170375.0,58680.0,6194.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.2087088,False,"(52501.5, 75014.0]",-0.63038576,False,"(5097.0, 7541.0]",0.39298448,False
x3,2010,middle east,grey,hybrid,automatic,4.8,161861.0,70832.0,2872.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.0617765,False,"(52501.5, 75014.0]",-0.16234997,False,"(2591.0, 5097.0]",-0.7697962,False
7 series,2017,south america,silver,petrol,automatic,2.2,176998.0,93784.0,3535.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.3230065,False,"(75014.0, 97573.0]",0.72164917,False,"(2591.0, 5097.0]",-0.5377301,False
i3,2024,asia,red,hybrid,manual,4.6,179820.0,44297.0,6995.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.3717078,False,"(29999.999, 52501.5]",-1.1843488,False,"(5097.0, 7541.0]",0.6733539,False
i3,2019,north america,grey,petrol,automatic,2.6,22667.0,52508.0,8381.0,high,0.4594619327240037,False,"(2.999, 50121.5]",-1.3403937,False,"(52501.5, 75014.0]",-0.8681011,False,"(7541.0, 9999.0]",1.1584876,False
i8,2019,south america,red,hybrid,automatic,1.6,20110.0,75301.0,1395.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.3845217,False,"(75014.0, 97573.0]",0.009774116,False,"(99.999, 2591.0]",-1.2867821,False
i3,2024,africa,red,hybrid,automatic,4.3,61618.0,103555.0,344.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.6681885,False,"(97573.0, 119998.0]",1.0979805,False,"(99.999, 2591.0]",-1.6546576,False
m3,2010,north america,blue,electric,manual,4.8,163779.0,71343.0,8746.0,high,-1.621446692296914,False,"(150610.0, 199996.0]",1.0948769,False,"(52501.5, 75014.0]",-0.14266875,False,"(7541.0, 9999.0]",1.2862464,False
x6,2024,middle east,blue,petrol,manual,2.3,19849.0,82830.0,2941.0,low,1.615522279957847,False,"(2.999, 50121.5]",-1.3890259,False,"(75014.0, 97573.0]",0.2997545,False,"(2591.0, 5097.0]",-0.74564457,False
x6,2018,europe,red,hybrid,manual,3.4,174621.0,47711.0,6031.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.2819849,False,"(29999.999, 52501.5]",-1.0528581,False,"(5097.0, 7541.0]",0.33593053,False
x1,2010,europe,blue,petrol,automatic,4.1,69734.0,36413.0,8784.0,high,-1.621446692296914,False,"(50121.5, 100436.0]",-0.52812487,False,"(29999.999, 52501.5]",-1.4880021,False,"(7541.0, 9999.0]",1.2995474,False
m3,2013,europe,grey,electric,automatic,2.7,156845.0,107467.0,9065.0,high,-0.9278104839566081,False,"(150610.0, 199996.0]",0.97521186,False,"(97573.0, 119998.0]",1.2486516,False,"(7541.0, 9999.0]",1.3979042,False
i8,2018,middle east,blue,hybrid,automatic,2.0,57803.0,82768.0,8740.0,high,0.2282498632772351,False,"(50121.5, 100436.0]",-0.7340267,False,"(75014.0, 97573.0]",0.29736656,False,"(7541.0, 9999.0]",1.2841463,False
3 series,2010,asia,silver,petrol,automatic,2.9,173865.0,88944.0,6777.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.2689382,False,"(75014.0, 97573.0]",0.53523594,False,"(5097.0, 7541.0]",0.59704864,False
m3,2018,europe,black,diesel,manual,3.1,183047.0,72916.0,567.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.4273984,False,"(52501.5, 75014.0]",-0.082084455,False,"(99.999, 2591.0]",-1.5766022,False
i3,2023,africa,grey,electric,manual,4.1,194746.0,102198.0,5731.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.6292964,False,"(97573.0, 119998.0]",1.0457155,False,"(5097.0, 7541.0]",0.23092322,False
x5,2017,middle east,silver,petrol,manual,2.2,129861.0,67723.0,8505.0,high,-0.002962206169533556,False,"(100436.0, 150610.0]",0.5095297,False,"(52501.5, 75014.0]",-0.2820935,False,"(7541.0, 9999.0]",1.2018906,False
7 series,2014,asia,white,petrol,automatic,4.4,177021.0,115977.0,413.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.3234035,False,"(97573.0, 119998.0]",1.5764153,False,"(99.999, 2591.0]",-1.6305059,False
